crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH,solar_radiation,nasa_precipitation,nasa_humidity,nasa_temp_avg,nasa_temp_max,nasa_temp_min,NDVI,SAVI,GrNDVI,yield_log
Banana,2013,Whole Year,Kerala,62261.0,531299,8996091.89,16810.47,8.377857143,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,2.238351287345994
Banana,2014,Whole Year,Kerala,61936.0,545431,9349858.56,20438.88,8.282857143,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,2.22816938120103
Banana,2015,Whole Year,Kerala,59834.61,536155,9448483.265,19745.4213,8.779285714,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,2.28026644600119
Banana,2016,Whole Year,Kerala,57158.0,489322,8759463.5,20005.3,8.442857143,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,2.2452585978174557
Banana,2017,Whole Year,Kerala,62108.0,565829,9778283.52,23601.04,8.570714286,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,2.258707840715111
Banana,2018,Whole Year,Kerala,52898.61,429061,8580154.542,18514.5135,7.930714286,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,2.189496378923642
Banana,2019,Whole Year,Kerala,60678.0,548425,10422053.28,22450.86,8.815,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,2.2839118277284243
Black pepper,2000,Whole Year,Kerala,202133.0,60929,19843396.61,52554.58,0.22,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,0.1988508587451652
Black pepper,2001,Whole Year,Kerala,203956.0,58240,20830026.28,53028.56,0.214285714,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,0.19415601420566336
Black pepper,2002,Whole Year,Kerala,208607.0,67358,19748824.69,52151.75,0.222142857,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,0.20060575817195278
Black pepper,2003,Whole Year,Kerala,216440.0,69015,21423231.2,51945.6,0.222857143,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,0.20119004121515985
Black pepper,2004,Whole Year,Kerala,237669.0,74980,25749059.46,49910.49,0.222857143,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,0.20119004121515985
Black pepper,2005,Whole Year,Kerala,237998.0,87605,28540720.16,49979.58,0.239285714,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,0.21453517654706206
Black pepper,2006,Whole Year,Kerala,216709.0,64264,27675906.39,47675.98,0.217857143,26.48,2279.1,82.35,65,28,50,5.7,22.53,0.36,30.27,19.2,43.58,-5.73,0.681547581442723,0.427529516129216,0.634936404702417,0.19709287423156924
Black pepper,2007,Whole Year,Kerala,175679.0,41952,23435578.6,28108.64,0.19,26.63,2054.41,80.94,65,28,50,5.7,22.55,0.31,30.28,18.61,44.45,-5.54,0.67987431897678,0.421206379417754,0.64335258244656,0.17395330712343804
Black pepper,2008,Whole Year,Kerala,153711.0,33991,21986821.44,13833.99,0.182857143,26.48,1974.68,81.62,65,28,50,5.7,20.55,0.27,29.65,18.97,44.14,-11.03,0.692812958471904,0.429388856839631,0.64346178394463,0.16793281946262797
Black pepper,2009,Whole Year,Kerala,171489.0,42460,26721415.98,29153.13,0.190714286,26.9,1558.44,79.8,65,28,50,5.7,19.68,0.39,31.94,19.28,44.41,-4.98,0.67710649504236,0.421813063322668,0.638392780713875,0.17455336738739605
Black pepper,2010,Whole Year,Kerala,172181.55,45267,28601077.27,41323.572,0.180714286,26.9,1937.17,80.85,65,28,50,5.7,20.89,0.22,27.01,20.14,45.28,-5.46,0.676581043891188,0.425423949922852,0.634301214739804,0.16611958245965847
Black pepper,2011,Whole Year,Kerala,85335.38,37501,14295382.86,28160.6754,0.369285714,26.75,1472.9,79.58,65,28,50,5.7,20.71,0.26,31.06,19.37,44.11,-5.67,0.688818319726051,0.4267064133304,0.644954582593997,0.31428922723363517
Black pepper,2012,Whole Year,Kerala,84707.0,46298,12773815.6,26259.17,0.391428571,27.14,1152.35,77.86,65,28,50,5.7,21.82,0.45,32.3,18.47,44.57,-7.25,0.6779540659571,0.418944288701364,0.638135636602606,0.3303309682911222
Black pepper,2013,Whole Year,Kerala,84065.0,29408,12146551.85,22697.55,0.352142857,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,0.30169063550032044
Black pepper,2014,Whole Year,Kerala,85431.0,40690,12896663.76,28192.23,0.382857143,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,0.32415175233647814
Black pepper,2015,Whole Year,Kerala,85947.77,42132,13572012.36,28362.7641,0.354285714,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,0.30327416700064663
Black pepper,2016,Whole Year,Kerala,85207.0,34065,13057972.75,29822.45,0.35,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,0.3001045924503381
Black pepper,2017,Whole Year,Kerala,85141.0,37955,13404599.04,32353.58,0.335,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,0.2889312918522129
Black pepper,2018,Whole Year,Kerala,82761.41,36777,13423900.7,28966.4935,0.328571429,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,0.2841042514264776
Black pepper,2019,Whole Year,Kerala,83765.0,34545,14387476.4,30993.05,0.327142857,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,0.2830284036627912
Cardamom,2000,Whole Year,Kerala,41288.0,7580,4053242.96,10734.88,0.055,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,0.05354076692802982
Cardamom,2001,Whole Year,Kerala,41336.0,8380,4221645.68,10747.36,0.057272727,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,0.05569269347424895
Cardamom,2002,Whole Year,Kerala,41412.0,8680,3920474.04,10353.0,0.068,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,0.0657877405380031
Cardamom,2003,Whole Year,Kerala,41332.0,8875,4091041.36,9919.68,0.07,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,0.06765864847381481
Cardamom,2004,Whole Year,Kerala,41378.0,8616,4482892.52,8689.38,0.069,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,0.06672363204290818
Cardamom,2005,Whole Year,Kerala,41367.0,9765,4960730.64,8687.07,0.065,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,0.06297479916138844
Cardamom,2006,Whole Year,Kerala,41362.0,8545,5282341.02,9099.64,0.057,26.48,2279.1,82.35,65,28,50,5.7,22.53,0.36,30.27,19.2,43.58,-5.73,0.681547581442723,0.427529516129216,0.634936404702417,0.055434706888100586
Cardamom,2007,Whole Year,Kerala,39763.0,7031,5304384.2,6362.08,0.047272727,26.63,2054.41,80.94,65,28,50,5.7,22.55,0.31,30.28,18.61,44.45,-5.54,0.67987431897678,0.421206379417754,0.64335258244656,0.04618938220895797
Cardamom,2008,Whole Year,Kerala,41588.0,8550,5948747.52,3742.92,0.061111111,26.48,1974.68,81.62,65,28,50,5.7,20.55,0.27,29.65,18.97,44.14,-11.03,0.692812958471904,0.429388856839631,0.64346178394463,0.05931657705170746
Cardamom,2009,Whole Year,Kerala,41593.0,7800,6481021.26,7070.81,0.057777778,26.9,1558.44,79.8,65,28,50,5.7,19.68,0.39,31.94,19.28,44.41,-4.98,0.67710649504236,0.421813063322668,0.638392780713875,0.0561702716771386
Cardamom,2011,Whole Year,Kerala,8510.0,723,1425595.2,2808.3,0.03875,26.75,1472.9,79.58,65,28,50,5.7,20.71,0.26,31.06,19.37,44.11,-5.67,0.688818319726051,0.4267064133304,0.644954582593997,0.03801806718752089
Cardamom,2012,Whole Year,Kerala,41600.0,10222,6273280.0,12896.0,0.075555556,27.14,1152.35,77.86,65,28,50,5.7,21.82,0.45,32.3,18.47,44.57,-7.25,0.6779540659571,0.418944288701364,0.638135636602606,0.0728373243654894
Cardamom,2013,Whole Year,Kerala,39730.0,14000,5740587.7,10727.1,0.114285714,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,0.10821358438382249
Cardamom,2014,Whole Year,Kerala,39730.0,16000,5997640.8,13110.9,0.124285714,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,0.11714791311986895
Cardamom,2015,Whole Year,Kerala,39730.0,19500,6273764.3,13110.9,0.138571429,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,0.12977434412322192
Cardamom,2016,Whole Year,Kerala,39080.0,17147,5989010.0,13678.0,0.115714286,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,0.10949481505236323
Cardamom,2017,Whole Year,Kerala,39080.0,18350,6152755.2,14850.4,0.11,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,0.10436001532424277
Cardamom,2018,Whole Year,Kerala,38882.0,11535,6306660.4,13608.7,0.068571429,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,0.06632264333214209
Cardamom,2019,Whole Year,Kerala,39697.0,10076,6818356.72,14687.89,0.062857143,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,0.0609606999240958
Cashewnut,2000,Whole Year,Kerala,92122.0,66178,9043616.74,23951.72,0.507857143,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,0.4106895323397124
Cashewnut,2001,Whole Year,Kerala,89718.0,65867,9162899.34,23326.68,0.525,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,0.42199441005937494
Cashewnut,2002,Whole Year,Kerala,88548.0,66087,8382839.16,22137.0,0.574285714,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,0.4538016544879669
Cashewnut,2003,Whole Year,Kerala,86376.0,65655,8549496.48,20730.24,0.559285714,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,0.44422784076335986
Cashewnut,2004,Whole Year,Kerala,81547.0,60584,8834801.98,17124.87,0.56,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,0.44468582126144574
Cashewnut,2005,Whole Year,Kerala,78285.0,68262,9387937.2,16439.85,0.621428571,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,0.4833075946077812
Cashewnut,2006,Whole Year,Kerala,70463.0,61680,8998829.73,15501.86,0.577857143,26.48,2279.1,82.35,65,28,50,5.7,22.53,0.36,30.27,19.2,43.58,-5.73,0.681547581442723,0.427529516129216,0.634936404702417,0.4560676879073059
Cashewnut,2007,Whole Year,Kerala,58381.0,52402,7788025.4,9340.96,0.579285714,26.63,2054.41,80.94,65,28,50,5.7,22.55,0.31,30.28,18.61,44.45,-5.54,0.67987431897678,0.421206379417754,0.64335258244656,0.4569726650731827
Cashewnut,2008,Whole Year,Kerala,53007.0,42334,7582121.28,4770.63,0.518571429,26.48,1974.68,81.62,65,28,50,5.7,20.55,0.27,29.65,18.97,44.14,-11.03,0.692812958471904,0.429388856839631,0.64346178394463,0.41777004358076336
Cashewnut,2009,Whole Year,Kerala,48972.0,35818,7630817.04,8325.24,0.482857143,26.9,1558.44,79.8,65,28,50,5.7,19.68,0.39,31.94,19.28,44.41,-4.98,0.67710649504236,0.421813063322668,0.638392780713875,0.3939707287787684
Cashewnut,2010,Whole Year,Kerala,43847.75,34752,7283549.752,10523.46,0.47,26.9,1937.17,80.85,65,28,50,5.7,20.89,0.22,27.01,20.14,45.28,-5.46,0.676581043891188,0.425423949922852,0.634301214739804,0.3852624007906449
Cashewnut,2011,Whole Year,Kerala,54052.21,36743,9054826.219,17837.2293,0.381428571,26.75,1472.9,79.58,65,28,50,5.7,20.71,0.26,31.06,19.37,44.11,-5.67,0.688818319726051,0.4267064133304,0.644954582593997,0.3231181600996518
Cashewnut,2012,Whole Year,Kerala,52086.0,37919,7854568.8,16146.66,0.390714286,27.14,1152.35,77.86,65,28,50,5.7,21.82,0.45,32.3,18.47,44.57,-7.25,0.6779540659571,0.418944288701364,0.638135636602606,0.329817489974294
Cashewnut,2013,Whole Year,Kerala,49105.0,33375,7095181.45,13258.35,0.391428571,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,0.3303309682911222
Cashewnut,2014,Whole Year,Kerala,45436.0,29715,6859018.56,14993.88,0.360714286,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,0.3080097721674251
Cashewnut,2015,Whole Year,Kerala,43089.84,24733,6804316.634,14219.6472,0.327857143,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,0.28356647222567877
Cashewnut,2016,Whole Year,Kerala,41661.0,27944,6384548.25,14581.35,0.347142857,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,0.2979859474840083
Cashewnut,2017,Whole Year,Kerala,39720.0,25629,6253516.8,15093.6,0.33,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,0.2851789422336624
Cashewnut,2018,Whole Year,Kerala,38780.66,15635,6290223.052,13573.231,0.276428571,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,0.2440659992203198
Cashewnut,2019,Whole Year,Kerala,39898.0,19444,6852880.48,14762.26,0.273571429,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,0.2418251025963019
Coconut,2000,Whole Year,Kerala,925783.0,5536000000,90884117.11,240703.58,2.2468008572,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,1.1776701599186468
Coconut,2001,Whole Year,Kerala,905718.0,5479000000,92500979.34,235486.68,2.254542,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,1.1800515591552068
Coconut,2002,Whole Year,Kerala,899198.0,5709000000,85127074.66,224799.5,2.387912,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,1.220213802426503
Coconut,2003,Whole Year,Kerala,898498.0,5876000000,88933332.04,215639.52,2.4391114284,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,1.2352131323209699
Coconut,2004,Whole Year,Kerala,899267.0,6001000000,97426586.78,188846.07,2.4448582856,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,1.2368827673640603
Coconut,2005,Whole Year,Kerala,897833.0,6326000000,107668133.4,188544.93,2.6003437144,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,1.2810293171267222
Coconut,2006,Whole Year,Kerala,872943.0,6054000000,111483550.5,192047.46,2.608928,26.48,2279.1,82.35,65,28,50,5.7,22.53,0.36,30.27,19.2,43.58,-5.73,0.681547581442723,0.427529516129216,0.634936404702417,1.2834107753369568
Coconut,2007,Whole Year,Kerala,818812.0,5641000000,109229520.8,131009.92,2.5560662856,26.63,2054.41,80.94,65,28,50,5.7,22.55,0.31,30.28,18.61,44.45,-5.54,0.67987431897678,0.421206379417754,0.64335258244656,1.2686549579728643
Coconut,2008,Whole Year,Kerala,787769.0,5802000000,112682477.8,70899.21,2.7060811428,26.48,1974.68,81.62,65,28,50,5.7,20.55,0.27,29.65,18.97,44.14,-11.03,0.692812958471904,0.429388856839631,0.64346178394463,1.309975022604588
Coconut,2009,Whole Year,Kerala,778618.0,5667000000,121324256.8,132365.06,2.691546,26.9,1558.44,79.8,65,28,50,5.7,19.68,0.39,31.94,19.28,44.41,-4.98,0.67710649504236,0.421813063322668,0.638392780713875,1.306045340498635
Coconut,2010,Whole Year,Kerala,770473.13,5286561000,127983291.6,184913.5512,2.6006177144000002,26.9,1937.17,80.85,65,28,50,5.7,20.89,0.22,27.01,20.14,45.28,-5.46,0.676581043891188,0.425423949922852,0.634301214739804,1.2811054180759749
Coconut,2011,Whole Year,Kerala,820866.94,5940564000,137511629.8,270886.0902,2.7538202856000003,26.75,1472.9,79.58,65,28,50,5.7,20.71,0.26,31.06,19.37,44.11,-5.67,0.688818319726051,0.4267064133304,0.644954582593997,1.3227740642426733
Coconut,2012,Whole Year,Kerala,798162.0,5799000000,120362829.6,247430.22,2.6825045716,27.14,1152.35,77.86,65,28,50,5.7,21.82,0.45,32.3,18.47,44.57,-7.25,0.6779540659571,0.418944288701364,0.638135636602606,1.3035931107931173
Coconut,2013,Whole Year,Kerala,808647.0,5921000000,116841405.0,218334.69,2.7141417144,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,1.312147619014624
Coconut,2014,Whole Year,Kerala,793856.0,5947000000,119840501.8,261972.48,2.753326,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,1.3226423802226983
Coconut,2015,Whole Year,Kerala,790223.0,5873000000,124784113.9,260773.59,2.6887785716,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,1.3052953928498947
Coconut,2016,Whole Year,Kerala,781496.0,5384000000,119764262.0,273523.6,2.5674877144,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,1.2718616266067928
Coconut,2017,Whole Year,Kerala,760443.0,5230000000,119724145.9,288968.34,2.5602188572,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,1.2698220197158947
Coconut,2018,Whole Year,Kerala,760946.81,5299000000,123425572.6,266331.3835,2.570728,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,1.2727694965709984
Coconut,2019,Whole Year,Kerala,760776.0,4814000000,130670885.8,281487.12,2.3528148572,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,1.2098002489002238
Cotton(lint),2000,Kharif,Kerala,3847.0,6209,377659.99,1000.22,1.61,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,0.959350221334602
Cotton(lint),2001,Kharif,Kerala,3760.0,6069,384008.8,977.6,1.61,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,0.959350221334602
Cotton(lint),2002,Kharif,Kerala,3400.0,5488,321878.0,850.0,1.61,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,0.959350221334602
Cotton(lint),2003,Kharif,Kerala,2949.0,4748,291892.02,707.76,1.61,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,0.959350221334602
Cotton(lint),2004,Kharif,Kerala,1472.0,2370,159476.48,309.12,1.61,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,0.959350221334602
Cotton(lint),2005,Kharif,Kerala,2655.0,3452,318387.6,557.55,1.3,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,0.832909122935104
Cotton(lint),2006,Kharif,Kerala,1300.0,1690,166023.0,286.0,1.3,26.48,2279.1,82.35,65,28,50,5.7,22.53,0.36,30.27,19.2,43.58,-5.73,0.681547581442723,0.427529516129216,0.634936404702417,0.832909122935104
Cotton(lint),2007,Kharif,Kerala,1295.0,1680,172753.0,207.2,0.65,26.63,2054.41,80.94,65,28,50,5.7,22.55,0.31,30.28,18.61,44.45,-5.54,0.67987431897678,0.421206379417754,0.64335258244656,0.5007752879124893
Cotton(lint),2008,Kharif,Kerala,1152.0,1498,164782.08,103.68,1.3,26.48,1974.68,81.62,65,28,50,5.7,20.55,0.27,29.65,18.97,44.14,-11.03,0.692812958471904,0.429388856839631,0.64346178394463,0.832909122935104
Cotton(lint),2009,Kharif,Kerala,1018.0,1324,158624.76,173.06,1.3,26.9,1558.44,79.8,65,28,50,5.7,19.68,0.39,31.94,19.28,44.41,-4.98,0.67710649504236,0.421813063322668,0.638392780713875,0.832909122935104
Cotton(lint),2015,Kharif,Kerala,109.0,196,17212.19,35.97,1.8,27.01,2093.51,81.07,65,28,50,5.7,21.26,0.27,30.45,19.64,43.64,-4.99,0.704202234930269,0.440032762669955,0.651423598887003,1.0296194171811581
Cotton(lint),2016,Whole Year,Kerala,80.0,120,12260.0,28.0,1.5,27.27,1153.76,78.78,65,28,50,5.7,22.8,0.16,27.38,19.95,43.98,-6.01,0.691917212267603,0.433785969409512,0.648652703458219,0.9162907318741551
Cotton(lint),2017,Whole Year,Kerala,84.0,132,13224.96,31.92,1.57,27.14,1693.59,79.58,65,28,50,5.7,22.49,0.23,27.94,19.68,44.31,-8.02,0.692462947025042,0.429017209294067,0.651186245006704,0.9439058989071284
Cotton(lint),2018,Whole Year,Kerala,59.4,90,9634.68,20.79,1.51,26.92,1799.12,80.47,65,28,50,5.7,20.09,0.39,30.95,19.72,43.19,-5.51,0.696041573091209,0.432384722192858,0.651883607940046,0.9202827531436926
Cotton(lint),2019,Whole Year,Kerala,54.0,82,9275.04,19.98,1.51,27.57,1778.18,78.55,65,28,50,5.7,20.4,0.52,33.0,19.46,45.96,-4.15,0.680937074175658,0.420732601826419,0.64308099329033,0.9202827531436926
Cowpea(Lobia),2012,Whole Year,Kerala,1085.0,0,163618.0,336.35,0.0,27.14,1152.35,77.86,65,28,50,5.7,21.82,0.45,32.3,18.47,44.57,-7.25,0.6779540659571,0.418944288701364,0.638135636602606,0.0
Cowpea(Lobia),2013,Whole Year,Kerala,775.0,0,111979.75,209.25,0.0,26.95,1766.57,79.46,65,28,50,5.7,21.55,0.29,30.28,19.36,44.99,-5.65,0.668449286637761,0.417867906931543,0.629518254053458,0.0
Cowpea(Lobia),2014,Whole Year,Kerala,1004.0,0,151563.84,331.32,0.0,27.01,1901.93,80.06,65,28,50,5.7,21.92,0.33,31.45,18.71,44.64,-6.96,0.68728439413912,0.422766524872255,0.645816221781069,0.0
Garlic,2000,Whole Year,Kerala,538.0,9146,52815.46,139.88,17.0,26.7,1397.09,79.3,65,28,50,5.7,22.08,0.24,27.46,19.25,43.07,-5.23,0.651405062153187,0.412251098519117,0.606870052382321,2.8903717578961645
Garlic,2001,Whole Year,Kerala,293.0,4981,29924.09,76.18,17.0,26.63,2171.67,81.61,65,28,50,5.7,22.08,0.27,27.17,20.2,44.56,-6.48,0.680362175862401,0.418058504006976,0.633743143019183,2.8903717578961645
Garlic,2002,Whole Year,Kerala,616.0,10472,58316.72,154.0,17.0,27.05,1520.73,78.88,65,28,50,5.7,22.58,0.28,29.2,19.62,42.96,-4.96,0.677277058341594,0.420050702220131,0.631624582402343,2.8903717578961645
Garlic,2003,Whole Year,Kerala,638.0,10846,63149.24,153.12,17.0,27.08,1542.25,79.55,65,28,50,5.7,21.74,0.34,30.0,19.34,45.89,-7.87,0.691219734754619,0.421477495614885,0.646447887506077,2.8903717578961645
Garlic,2004,Whole Year,Kerala,306.0,5202,33152.04,64.26,17.0,26.76,2080.13,80.59,65,28,50,5.7,22.42,0.48,29.96,19.38,44.33,-4.36,0.668434295706246,0.410157580358052,0.637379351847434,2.8903717578961645
Garlic,2005,Whole Year,Kerala,65.0,1105,7794.8,13.65,17.0,26.88,2084.75,81.32,65,28,50,5.7,22.99,0.25,30.33,19.28,44.07,-6.4,0.673673036209936,0.416629958694337,0.631363555555646,2.8903717578961645
